MONTH,DAY,YR,HR,MIN,DRAW,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,d11,d12,d13,d14,d15,d16,d17,d18,d19,d20,PLUS
01,08,25,0,35,426667,08,11,16,26,27,28,36,40,41,45,47,48,50,51,52,54,55,66,74,78,1
01,08,25,0,30,426666,03,05,09,12,14,19,21,28,29,34,37,39,45,47,55,59,63,70,78,80,3
01,08,25,0,25,426665,04,06,08,14,16,25,28,29,37,40,43,49,51,54,59,60,62,70,71,77,1
01,08,25,0,20,426664,03,05,08,17,23,24,37,41,45,46,48,49,51,54,57,65,67,68,69,80,3
01,08,25,0,15,426663,01,11,24,29,36,40,48,49,50,52,55,56,59,64,66,70,71,72,73,74,4
01,08,25,0,10,426662,05,08,15,19,22,28,34,35,47,50,51,53,54,57,64,65,67,72,73,80,4
01,08,25,0,05,426661,03,05,06,09,14,20,22,24,26,32,37,43,56,68,71,72,73,75,79,80,1
01,08,25,0,00,426660,04,07,11,14,24,38,43,46,50,51,52,57,59,60,64,65,67,73,75,79,4
01,07,25,23,55,426659,03,06,07,09,10,13,25,30,37,41,45,47,55,60,63,65,73,75,78,80,1
01,07,25,23,50,426658,12,17,20,24,27,28,36,37,38,44,47,48,50,53,63,66,67,74,75,79,4
01,07,25,23,45,426657,08,11,13,16,21,23,25,31,32,36,38,40,42,47,52,56,62,63,75,79,3
01,07,25,23,40,426656,07,14,17,21,28,30,33,34,36,40,43,46,51,56,58,60,65,67,68,77,1
01,07,25,23,35,426655,02,03,07,08,17,19,22,23,26,34,42,45,48,50,56,59,62,69,76,77,5
01,07,25,23,30,426654,06,07,13,14,15,16,19,32,35,38,39,42,50,54,60,61,67,69,75,78,1
01,07,25,23,25,426653,06,21,22,28,30,31,32,37,38,48,51,52,56,57,58,67,68,72,75,77,1
01,07,25,23,20,426652,02,04,05,06,14,16,17,18,21,37,44,49,50,52,53,55,67,69,74,78,1
01,07,25,23,15,426651,03,05,08,11,12,13,20,22,23,24,28,29,33,37,39,48,67,73,77,80,4
01,07,25,23,10,426650,03,05,06,07,09,15,18,23,32,43,50,54,61,64,66,67,69,71,75,80,1
01,07,25,23,05,426649,01,12,17,21,24,26,36,42,43,44,49,50,51,52,53,54,59,61,72,78,1
01,07,25,23,00,426648,01,05,10,12,19,28,32,33,34,36,38,40,46,58,59,60,61,62,65,74,1
01,07,25,22,55,426647,05,10,15,16,24,37,39,43,48,51,55,56,62,66,67,68,69,71,74,79,1
01,07,25,22,50,426646,05,07,09,17,18,20,26,27,29,30,39,43,44,55,59,65,74,77,78,79,3
01,07,25,22,45,426645,03,08,10,13,14,22,27,38,45,50,52,55,56,60,62,66,67,68,69,80,1
01,07,25,22,40,426644,01,04,05,06,12,24,29,30,34,35,38,43,46,50,65,71,72,73,77,78,3
01,07,25,22,35,426643,04,07,16,38,39,40,41,43,46,49,50,51,52,53,58,65,68,73,75,79,1
01,07,25,22,30,426642,02,03,04,10,12,15,23,27,32,38,48,49,52,56,57,61,62,65,67,73,3
01,07,25,22,25,426641,04,05,10,15,21,24,27,28,32,34,42,44,48,53,59,62,64,66,71,76,1
01,07,25,22,20,426640,07,09,14,21,28,34,35,36,37,43,48,49,57,64,68,69,71,76,78,80,1
01,07,25,22,15,426639,01,07,08,15,16,24,26,28,30,33,34,39,40,49,52,62,66,69,72,73,3
01,07,25,22,10,426638,03,04,05,07,13,15,18,21,26,35,37,40,44,47,49,50,65,67,68,78,1
01,07,25,22,05,426637,02,04,06,16,23,24,25,27,42,56,59,62,65,67,68,72,74,76,77,80,3
01,07,25,22,00,426636,03,06,10,16,18,20,26,28,30,33,36,42,50,55,56,59,60,61,66,79,4
01,07,25,21,55,426635,08,09,10,16,18,24,26,30,35,39,40,42,43,46,48,51,58,62,69,80,1
01,07,25,21,50,426634,02,09,14,16,19,31,35,38,39,42,43,44,47,48,53,55,73,75,76,78,4
01,07,25,21,45,426633,04,05,06,13,20,21,22,25,27,28,35,40,50,52,58,61,65,66,73,80,1
01,07,25,21,40,426632,05,08,20,24,26,31,35,36,45,48,51,56,59,60,64,67,68,73,77,78,1
01,07,25,21,35,426631,01,05,10,18,20,21,22,23,24,37,46,47,49,51,52,59,66,68,75,78,1
01,07,25,21,30,426630,01,02,08,11,13,14,22,25,26,37,40,45,46,50,58,59,66,71,77,80,4
01,07,25,21,25,426629,02,05,12,14,15,16,23,24,25,26,28,29,34,49,54,69,71,75,77,78,1
01,07,25,21,20,426628,07,09,22,23,25,29,34,36,39,42,43,49,50,51,53,55,62,63,70,77,1
01,07,25,21,15,426627,01,04,06,07,13,19,21,25,29,30,39,40,42,45,56,60,64,66,69,77,1
01,07,25,21,10,426626,04,05,06,11,12,18,19,26,30,34,39,41,48,51,59,62,68,73,75,79,3
01,07,25,21,05,426625,04,06,18,20,21,23,29,37,45,47,48,51,55,56,63,67,74,77,79,80,1
01,07,25,21,00,426624,05,18,22,24,28,30,31,38,40,41,47,48,50,56,58,61,62,68,73,77,1
01,07,25,20,55,426623,01,09,10,11,26,27,31,35,36,38,39,42,46,49,52,62,66,70,73,77,3
01,07,25,20,50,426622,06,07,09,11,17,26,28,31,32,35,39,47,54,57,60,61,64,75,79,80,1
01,07,25,20,45,426621,01,02,11,14,16,18,22,23,27,28,33,44,48,51,59,64,69,75,76,80,1
01,07,25,20,40,426620,04,07,09,12,13,15,16,17,18,28,41,46,52,55,56,57,59,61,67,75,3
01,07,25,20,35,426619,06,12,17,23,29,30,37,39,41,44,50,52,53,56,60,63,67,72,74,80,1
01,07,25,20,30,426618,02,04,05,12,14,16,18,31,34,35,37,45,50,53,55,60,61,63,65,77,1
01,07,25,20,25,426617,02,03,10,11,15,21,29,32,34,38,42,45,50,53,54,63,65,69,74,76,3
01,07,25,20,20,426616,06,14,20,21,22,24,25,28,29,33,41,48,54,55,59,63,69,75,78,80,3
01,07,25,20,15,426615,02,05,08,11,21,23,36,37,41,42,45,53,54,57,58,70,73,75,78,80,3
01,07,25,20,10,426614,15,18,19,29,33,42,43,46,48,51,55,56,59,64,66,69,71,75,76,77,3
01,07,25,20,05,426613,01,02,03,08,12,14,21,24,25,26,33,34,40,47,59,65,67,70,71,78,1
01,07,25,20,00,426612,02,05,15,19,20,34,37,39,41,48,50,53,57,59,64,68,69,74,78,79,1
01,07,25,19,55,426611,01,02,04,05,06,09,14,17,18,22,27,32,33,35,51,52,70,73,75,78,1
01,07,25,19,50,426610,07,19,20,32,36,37,40,45,47,49,52,54,58,60,62,64,67,77,78,79,1
01,07,25,19,45,426609,07,09,27,29,30,32,33,35,44,48,51,54,56,58,60,71,73,74,75,77,1
01,07,25,19,40,426608,01,18,19,20,22,25,37,40,45,48,50,56,58,60,61,62,65,69,71,72,1
01,07,25,19,35,426607,04,07,13,16,17,34,41,42,43,56,58,61,63,65,67,71,73,75,78,79,1
01,07,25,19,30,426606,01,02,03,07,09,16,21,24,27,28,39,42,43,46,48,60,61,72,74,78,3
01,07,25,19,25,426605,04,07,09,12,23,27,32,33,37,41,42,45,47,48,51,52,67,71,72,73,3
01,07,25,19,20,426604,05,06,08,15,23,25,28,30,41,42,45,49,51,57,64,66,67,76,77,80,1
01,07,25,19,15,426603,04,05,10,11,21,26,29,31,32,40,41,42,43,53,54,55,56,71,76,77,1
01,07,25,19,10,426602,01,04,13,15,16,17,29,33,38,52,54,56,61,63,64,69,70,74,75,79,3
01,07,25,19,05,426601,03,05,09,14,19,23,27,28,32,37,46,47,48,55,57,61,67,74,79,80,3
01,07,25,19,00,426600,06,17,21,22,23,35,47,48,49,51,53,59,62,63,65,67,70,77,78,80,3
01,07,25,18,55,426599,08,09,10,11,12,16,37,38,40,42,49,52,58,61,62,67,68,70,74,80,1
01,07,25,18,50,426598,07,10,12,13,18,19,23,24,31,33,34,35,38,40,45,47,49,58,65,69,1
01,07,25,18,45,426597,03,12,15,17,18,19,21,24,25,29,34,35,36,47,49,60,65,73,77,78,1
01,07,25,18,40,426596,01,08,15,17,23,24,28,29,31,32,34,42,43,44,47,48,51,55,76,77,1
01,07,25,18,35,426595,02,07,08,09,14,20,21,25,26,31,35,36,39,45,47,51,59,62,65,77,1
01,07,25,18,30,426594,05,14,16,18,19,26,29,37,43,45,46,50,51,58,59,61,64,67,73,75,1
01,07,25,18,25,426593,11,15,17,24,27,29,30,39,41,43,48,49,51,55,56,58,66,72,74,77,1
01,07,25,18,20,426592,01,05,17,20,22,33,34,38,40,41,42,43,46,48,51,59,64,66,69,75,3
01,07,25,18,15,426591,04,07,09,22,25,28,34,37,38,40,41,54,55,59,60,61,63,65,67,78,3
01,07,25,18,10,426590,05,06,10,14,15,19,22,39,45,46,48,52,53,56,57,60,62,65,72,79,3
01,07,25,18,05,426589,03,07,08,10,11,13,20,26,29,43,48,52,56,60,61,62,63,67,74,75,1
01,07,25,18,00,426588,02,05,07,14,17,21,23,27,28,29,37,38,50,51,55,60,62,64,72,77,3
01,07,25,17,55,426587,02,06,10,17,21,23,28,29,33,35,41,45,46,47,56,59,61,66,71,79,3
01,07,25,17,50,426586,01,05,09,10,15,20,23,27,30,37,38,42,44,47,54,55,60,71,73,75,3
01,07,25,17,45,426585,01,06,11,13,14,17,21,27,28,31,33,41,45,50,54,58,63,72,75,77,1
01,07,25,17,40,426584,11,18,21,32,34,35,38,41,42,46,59,61,63,64,66,72,75,78,79,80,3
01,07,25,17,35,426583,04,06,09,15,17,18,21,23,25,30,38,39,48,55,58,60,65,67,68,75,3
01,07,25,17,30,426582,01,05,08,20,28,29,35,47,48,51,55,57,58,59,62,64,65,70,71,78,3
01,07,25,17,25,426581,01,02,08,09,10,13,17,18,19,21,24,26,29,31,40,46,48,52,62,77,3
01,07,25,17,20,426580,14,16,22,28,30,34,36,42,43,44,46,49,53,62,65,68,69,74,75,76,1
01,07,25,17,15,426579,03,04,14,18,21,23,26,34,37,41,44,51,56,62,63,64,65,71,74,78,1
01,07,25,17,10,426578,04,07,12,14,16,19,25,33,34,35,37,48,50,51,55,61,70,71,74,80,3
01,07,25,17,05,426577,01,04,05,10,15,24,30,33,35,44,45,46,49,55,57,59,66,72,73,78,3
01,07,25,17,00,426576,04,05,06,07,19,21,23,37,38,40,46,48,51,52,54,57,60,65,67,70,1
01,07,25,16,55,426575,02,11,12,15,24,28,33,35,37,42,44,45,51,57,62,63,64,72,78,79,1
01,07,25,16,50,426574,05,08,12,18,19,21,24,26,31,33,40,45,46,47,52,63,73,75,76,80,3
01,07,25,16,45,426573,07,10,11,12,16,19,27,35,37,39,44,49,52,56,57,60,61,66,67,80,1
01,07,25,16,40,426572,02,03,16,17,26,31,34,46,48,56,57,58,65,66,69,70,72,74,78,80,3
01,07,25,16,35,426571,04,09,10,15,21,25,28,30,34,35,42,49,55,64,67,72,73,74,76,77,4
01,07,25,16,30,426570,05,10,11,14,28,31,34,41,44,48,52,53,59,63,64,68,70,73,79,80,1
01,07,25,16,25,426569,09,10,12,17,22,24,28,32,34,35,36,38,41,44,46,52,59,71,75,79,1
01,07,25,16,20,426568,04,05,06,10,11,12,17,24,32,35,45,51,53,58,64,66,70,72,73,80,1
01,07,25,16,15,426567,05,09,11,13,17,23,34,35,36,38,39,40,43,44,48,50,52,55,63,77,3
01,07,25,16,10,426566,01,02,08,10,15,16,17,19,22,27,28,29,33,43,45,62,66,67,76,78,3
01,07,25,16,05,426565,02,04,06,10,15,16,19,30,45,51,52,55,63,64,67,70,71,77,78,79,3
01,07,25,16,00,426564,01,02,06,09,17,19,20,24,32,38,39,40,50,53,56,59,64,66,70,74,1
01,07,25,15,55,426563,01,02,05,07,11,12,16,20,22,24,27,28,30,32,35,42,45,47,68,73,4
01,07,25,15,50,426562,02,06,12,13,15,18,22,28,29,33,36,37,43,47,51,60,65,66,72,80,1
01,07,25,15,45,426561,03,08,12,22,23,26,27,30,36,37,39,41,45,47,63,64,65,71,74,75,3
01,07,25,15,40,426560,03,04,08,11,12,14,18,28,31,39,46,49,56,62,65,67,68,70,71,80,1
01,07,25,15,35,426559,03,05,07,28,29,35,38,39,40,43,49,56,58,62,65,66,72,74,78,79,1
01,07,25,15,30,426558,04,05,08,11,25,36,41,43,51,52,54,61,64,65,67,70,72,73,74,78,3
01,07,25,15,25,426557,02,03,04,06,07,08,13,23,29,31,35,36,37,41,52,63,70,73,76,78,5
01,07,25,15,20,426556,02,05,08,16,17,20,23,27,32,34,41,42,47,52,58,59,62,65,66,78,3
01,07,25,15,15,426555,03,06,08,10,12,16,17,18,20,21,24,25,26,35,37,55,57,58,61,74,1
01,07,25,15,10,426554,07,08,13,17,20,21,23,26,29,32,35,39,43,46,53,67,72,73,79,80,1
01,07,25,15,05,426553,03,19,21,22,25,35,38,42,43,49,52,55,63,65,66,68,70,71,74,75,3
01,07,25,15,00,426552,01,08,10,20,23,25,28,30,32,33,39,42,46,50,51,56,58,61,69,73,3
01,07,25,14,55,426551,03,10,27,28,30,33,34,36,39,40,45,46,50,53,66,67,71,72,79,80,3
01,07,25,14,50,426550,02,07,12,13,14,21,24,25,27,29,38,39,41,49,51,52,54,57,73,75,3
01,07,25,14,45,426549,02,07,18,19,24,28,29,35,39,42,44,45,51,52,60,61,63,68,75,80,1
01,07,25,14,40,426548,04,08,11,13,16,20,29,30,31,35,36,42,51,53,58,62,68,69,73,79,3
01,07,25,14,35,426547,06,09,14,15,19,26,28,31,36,38,42,43,44,51,62,68,69,74,75,78,3
01,07,25,14,30,426546,07,08,14,17,22,23,25,31,35,42,48,49,53,56,58,64,65,72,76,78,1
01,07,25,14,25,426545,02,05,07,14,23,27,28,36,48,49,52,53,60,63,66,68,70,77,78,80,1
01,07,25,14,20,426544,03,07,10,11,13,18,19,22,33,36,38,52,53,56,60,63,64,69,74,79,3
01,07,25,14,15,426543,08,18,24,27,28,32,34,36,40,41,42,45,46,47,48,56,60,63,75,77,1
01,07,25,14,10,426542,04,07,08,11,18,20,24,25,26,30,36,50,53,55,56,59,72,74,76,79,3
01,07,25,14,05,426541,04,09,19,20,24,26,29,30,42,43,44,46,53,56,57,60,65,67,69,79,3
01,07,25,14,00,426540,02,03,04,08,16,23,26,30,34,35,38,41,44,52,57,59,66,72,73,77,3
01,07,25,13,55,426539,16,30,33,35,37,39,40,41,46,51,55,61,65,66,67,68,70,75,76,78,4
01,07,25,13,50,426538,01,03,10,17,19,24,25,28,31,39,41,45,47,49,50,57,59,62,66,79,1
01,07,25,13,45,426537,02,12,18,20,21,25,30,32,35,37,38,49,52,57,58,66,70,71,75,79,1
01,07,25,13,40,426536,01,02,10,22,36,40,41,43,45,46,47,52,53,55,59,61,62,67,68,70,1
01,07,25,13,35,426535,04,11,19,25,27,28,32,33,34,35,40,49,50,52,54,57,58,64,76,77,3
01,07,25,13,30,426534,07,12,17,19,23,26,28,29,33,34,36,45,50,56,57,62,65,70,74,77,3
01,07,25,13,25,426533,12,19,20,24,25,32,35,40,42,43,47,48,50,52,53,56,64,71,72,79,4
01,07,25,13,20,426532,04,05,06,10,12,26,27,29,36,42,43,49,50,53,57,62,63,71,79,80,1
01,07,25,13,15,426531,02,05,07,13,14,22,23,24,27,28,32,35,38,49,58,61,62,69,72,74,1
01,07,25,13,10,426530,03,05,10,13,14,20,22,28,33,36,39,48,52,56,60,61,64,69,79,80,1
01,07,25,13,05,426529,10,14,16,17,18,28,29,30,31,38,41,42,53,54,55,58,65,69,72,79,3
01,07,25,13,00,426528,05,10,18,20,22,24,26,27,28,30,36,37,53,55,59,64,69,71,77,80,1
01,07,25,12,55,426527,08,11,19,27,29,31,33,34,42,44,46,49,52,58,59,68,70,72,74,77,1
01,07,25,12,50,426526,12,13,21,29,32,33,34,38,40,46,47,49,57,59,61,66,71,73,74,75,1
01,07,25,12,45,426525,01,04,09,12,22,38,43,54,55,56,57,60,61,63,64,67,72,73,76,78,1
01,07,25,12,40,426524,02,08,17,20,24,27,41,42,45,49,53,54,57,58,60,62,65,69,74,75,1
01,07,25,12,35,426523,01,04,08,10,18,25,33,37,38,41,42,49,50,51,52,63,67,70,77,78,1
01,07,25,12,30,426522,02,05,09,14,19,21,27,33,36,42,44,45,50,59,67,68,69,72,77,78,1
01,07,25,12,25,426521,03,09,18,19,26,29,30,32,35,39,48,49,54,56,58,61,65,73,74,76,1
01,07,25,12,20,426520,09,12,13,17,23,24,28,33,36,38,40,51,56,59,60,61,72,75,76,77,1
01,07,25,12,15,426519,03,07,10,14,15,18,22,26,27,30,36,38,54,55,56,58,62,71,73,78,1
01,07,25,12,10,426518,06,15,16,20,22,25,27,28,29,36,39,40,41,42,50,59,64,66,68,75,3
01,07,25,12,05,426517,11,13,15,16,19,20,26,27,31,34,38,46,51,55,57,66,67,68,69,70,1
01,07,25,12,00,426516,02,03,06,08,13,16,19,20,38,42,43,44,45,52,53,55,58,65,76,80,3
01,07,25,11,55,426515,04,08,17,27,40,41,45,52,53,54,55,56,58,60,62,68,70,75,77,80,1
01,07,25,11,50,426514,02,03,04,14,18,19,20,24,26,28,31,32,33,36,37,43,52,54,59,79,3
01,07,25,11,45,426513,08,09,10,11,12,13,22,27,30,35,40,41,51,53,59,62,66,76,77,79,3
01,07,25,11,40,426512,08,12,13,14,20,23,27,40,41,42,43,46,49,54,57,66,67,68,74,79,1
01,07,25,11,35,426511,01,07,09,14,15,23,25,31,34,39,44,46,56,58,64,66,68,71,78,80,1
01,07,25,11,30,426510,01,09,26,29,30,32,33,38,44,47,52,53,56,58,62,69,74,76,79,80,3
01,07,25,11,25,426509,01,08,12,13,14,17,23,25,26,35,38,42,44,46,52,56,58,62,72,79,1
01,07,25,11,20,426508,01,07,17,18,25,27,32,33,35,36,42,47,48,50,52,55,59,61,66,67,3
01,07,25,11,15,426507,01,05,08,10,20,22,31,32,33,35,36,37,39,45,54,58,62,65,70,77,1
01,07,25,11,10,426506,01,08,10,13,14,19,20,23,26,33,35,47,50,55,59,68,72,75,77,78,1
01,07,25,11,05,426505,08,09,13,19,20,21,22,26,27,30,35,38,41,48,56,57,58,68,75,76,1
01,07,25,1,00,426504,01,08,09,19,23,25,28,32,40,43,46,47,56,57,62,66,67,69,75,78,3
01,07,25,0,55,426503,01,05,16,19,20,22,27,28,29,31,36,43,44,60,62,65,71,72,77,80,1
01,07,25,0,50,426502,11,14,18,20,23,26,33,37,40,42,44,45,53,66,67,69,74,77,78,79,4
01,07,25,0,45,426501,11,12,13,17,19,23,29,39,40,41,46,50,59,62,63,68,70,71,74,75,1
01,07,25,0,40,426500,01,07,09,10,21,24,27,29,30,32,56,57,60,61,63,69,72,73,76,79,3
01,07,25,0,35,426499,03,08,11,12,13,14,15,26,29,30,34,36,37,39,41,42,47,58,63,67,4
01,07,25,0,30,426498,02,08,12,14,15,27,32,34,36,37,41,42,43,45,56,60,64,68,70,76,3
01,07,25,0,25,426497,01,04,07,08,11,12,13,31,32,33,35,36,40,42,49,51,52,56,65,80,1
01,07,25,0,20,426496,04,10,14,16,17,26,32,34,35,38,39,44,48,52,56,58,63,64,71,78,1
01,07,25,0,15,426495,01,05,10,11,13,15,16,21,22,23,26,44,52,53,55,59,61,65,66,70,1
01,07,25,0,10,426494,07,10,19,23,28,30,34,40,50,53,54,58,61,62,63,64,65,66,68,76,1
01,07,25,0,05,426493,02,11,15,20,24,26,27,30,35,38,40,41,50,63,64,65,67,74,76,79,3
01,07,25,0,00,426492,15,36,44,46,47,48,51,52,53,54,58,61,64,67,68,74,76,77,78,80,1
01,06,25,23,55,426491,02,04,12,13,17,20,21,26,41,42,43,51,52,56,57,59,61,62,66,76,3
01,06,25,23,50,426490,02,03,04,06,07,17,18,23,27,29,33,37,49,50,52,57,58,66,77,78,3
01,06,25,23,45,426489,02,10,11,12,15,16,20,21,27,31,33,41,45,50,53,56,57,64,73,80,1
01,06,25,23,40,426488,01,04,06,07,10,13,14,16,19,22,23,27,29,39,48,56,64,67,71,75,1
01,06,25,23,35,426487,01,13,16,19,30,32,35,37,39,46,48,53,56,57,60,62,66,74,76,80,1
01,06,25,23,30,426486,01,07,09,13,16,30,31,37,39,40,47,48,49,50,55,60,61,66,69,78,1
01,06,25,23,25,426485,02,08,09,12,14,15,18,26,28,34,39,46,52,56,62,68,70,72,73,79,1
01,06,25,23,20,426484,01,02,11,12,14,17,31,32,37,39,40,43,49,55,59,64,72,73,74,79,3
01,06,25,23,15,426483,01,03,04,07,09,11,16,18,19,32,33,45,46,47,48,59,62,68,69,78,1
01,06,25,23,10,426482,01,05,07,21,23,26,29,34,35,37,38,42,49,51,69,71,72,75,76,78,1
01,06,25,23,05,426481,04,07,12,19,20,34,37,44,45,50,51,55,57,61,62,67,70,73,77,78,1
01,06,25,23,00,426480,03,07,11,15,16,27,28,34,35,37,38,42,43,46,50,51,61,65,70,72,3
01,06,25,22,55,426479,03,18,19,20,38,39,43,48,49,50,52,58,60,62,64,66,68,69,75,80,1
01,06,25,22,50,426478,05,07,10,13,18,19,24,28,29,42,43,44,48,50,53,58,60,66,67,79,3
01,06,25,22,45,426477,07,11,13,17,20,21,23,24,29,39,43,49,56,59,66,67,69,71,73,78,1
01,06,25,22,40,426476,02,03,12,15,18,29,31,32,34,35,37,38,42,44,47,51,56,61,62,72,1
01,06,25,22,35,426475,05,08,09,15,18,19,22,24,28,32,34,37,38,44,45,58,62,64,71,76,1
01,06,25,22,30,426474,01,04,07,09,10,11,35,38,39,41,42,45,47,49,59,60,68,72,73,76,1
01,06,25,22,25,426473,02,05,19,23,30,32,37,41,42,48,54,56,57,60,71,73,74,75,77,80,3
01,06,25,22,20,426472,01,04,05,07,10,11,12,14,21,22,25,27,28,29,39,50,52,58,60,70,3
01,06,25,22,15,426471,04,05,08,12,20,23,26,27,31,32,41,53,60,61,65,66,67,71,72,74,3
01,06,25,22,10,426470,01,02,09,12,13,24,32,40,41,46,51,52,53,58,62,66,74,76,77,79,3
01,06,25,22,05,426469,06,16,20,22,23,26,29,33,37,41,49,51,54,57,68,69,72,73,78,80,1
01,06,25,22,00,426468,05,15,20,23,26,33,40,41,42,44,51,54,55,56,63,67,68,75,76,79,1
01,06,25,21,55,426467,09,11,14,18,24,27,41,42,43,45,47,52,55,56,65,68,70,74,79,80,3
01,06,25,21,50,426466,01,04,07,09,15,16,30,31,33,37,40,43,45,47,52,53,60,61,69,76,1
01,06,25,21,45,426465,02,04,08,15,17,19,20,23,33,34,40,41,49,51,53,56,57,69,77,79,3
01,06,25,21,40,426464,02,06,08,12,18,19,24,25,27,29,32,33,35,54,55,58,64,75,77,78,3
01,06,25,21,35,426463,07,09,13,16,20,27,29,33,35,36,38,39,40,42,44,48,55,60,71,78,1
01,06,25,21,30,426462,03,06,07,09,15,24,26,30,33,37,46,50,52,54,57,60,66,71,73,78,1
01,06,25,21,25,426461,03,06,07,11,17,24,26,30,33,44,48,50,55,59,61,62,68,73,74,80,1
01,06,25,21,20,426460,02,07,08,11,30,31,33,34,35,38,47,53,61,62,66,68,69,71,76,79,1
01,06,25,21,15,426459,01,02,07,08,09,10,14,17,19,31,32,35,38,43,45,47,50,58,68,73,3
01,06,25,21,10,426458,01,04,06,08,18,22,23,24,27,31,32,33,39,42,48,57,61,72,77,80,1
01,06,25,21,05,426457,01,16,17,22,27,28,32,37,38,42,44,48,53,55,60,63,64,74,79,80,3
01,06,25,21,00,426456,04,05,07,14,15,22,25,30,38,42,44,46,59,62,70,72,75,76,79,80,3
01,06,25,20,55,426455,09,10,11,15,22,26,30,32,34,35,43,45,48,49,50,51,68,73,74,80,1
01,06,25,20,50,426454,02,03,05,08,12,13,19,22,25,29,36,58,60,61,66,67,68,69,76,77,3
01,06,25,20,45,426453,02,04,06,07,10,11,12,14,19,27,28,29,31,40,43,44,54,57,74,77,1
01,06,25,20,40,426452,05,13,17,21,28,31,32,37,38,44,46,48,50,51,53,57,64,65,67,77,1
01,06,25,20,35,426451,07,10,12,17,18,23,28,31,35,38,39,41,57,59,63,64,66,72,75,77,3
01,06,25,20,30,426450,08,11,16,18,29,30,31,33,36,47,51,53,55,57,63,67,68,69,71,78,3
01,06,25,20,25,426449,03,10,17,20,22,29,35,37,38,41,45,51,54,55,57,58,61,65,68,70,1
01,06,25,20,20,426448,03,08,11,16,22,26,28,36,39,41,42,47,48,53,55,56,66,68,70,72,4
01,06,25,20,15,426447,04,05,10,15,17,19,23,24,27,29,34,36,37,39,53,57,63,67,75,80,4
01,06,25,20,10,426446,07,11,19,22,24,28,29,31,33,34,35,37,39,46,52,53,55,62,67,75,4
01,06,25,20,05,426445,01,04,09,11,13,19,29,35,39,41,47,48,52,57,59,61,66,69,75,80,4
01,06,25,20,00,426444,04,07,08,09,11,12,13,15,18,33,34,36,42,56,57,58,69,72,79,80,1
01,06,25,19,55,426443,05,07,10,16,19,22,24,31,33,35,40,45,47,50,51,53,54,64,77,79,3
01,06,25,19,50,426442,04,07,15,17,19,21,24,26,34,44,53,61,62,63,64,65,66,73,77,79,3
01,06,25,19,45,426441,03,04,05,16,20,22,24,25,29,36,38,46,55,57,62,65,69,70,71,73,3
01,06,25,19,40,426440,07,13,16,19,22,26,35,36,38,39,43,49,53,54,57,66,67,69,71,79,1
01,06,25,19,35,426439,01,04,09,14,17,19,28,31,40,47,49,50,51,59,62,71,73,74,77,80,1
01,06,25,19,30,426438,06,07,14,16,23,26,30,38,40,41,43,53,57,58,63,67,68,71,77,78,3
01,06,25,19,25,426437,01,03,04,06,11,12,15,20,22,26,30,33,37,40,41,53,59,68,79,80,1
01,06,25,19,20,426436,03,05,15,19,25,26,29,32,42,43,44,47,51,53,57,64,66,70,74,77,1
01,06,25,19,15,426435,02,04,16,19,23,26,27,30,33,41,42,44,48,50,61,66,67,72,74,76,1
01,06,25,19,10,426434,04,10,13,21,24,32,35,36,43,44,45,46,47,54,55,61,66,76,77,78,3
01,06,25,19,05,426433,04,08,10,12,17,25,28,29,30,34,38,41,46,49,51,52,55,57,59,70,1
01,06,25,19,00,426432,07,15,18,24,25,26,27,28,32,36,39,44,46,47,53,55,63,68,73,74,3
01,06,25,18,55,426431,05,06,11,13,20,23,28,29,31,35,37,40,44,50,56,59,62,67,68,73,3
01,06,25,18,50,426430,02,05,09,15,16,31,32,33,35,38,39,40,46,49,59,61,69,70,73,75,3
01,06,25,18,45,426429,01,04,08,24,28,33,35,36,44,46,47,50,58,61,62,64,71,74,76,77,1
01,06,25,18,40,426428,02,04,10,12,16,17,19,21,28,29,32,36,42,43,52,62,64,68,72,80,3
01,06,25,18,35,426427,06,08,13,15,16,25,31,37,40,43,46,47,58,60,61,64,65,68,70,77,4
01,06,25,18,30,426426,06,07,08,11,16,20,23,41,53,59,61,63,65,66,68,69,74,75,77,79,1
01,06,25,18,25,426425,05,07,09,14,15,23,25,29,34,35,42,45,47,49,51,56,61,69,71,80,1
01,06,25,18,20,426424,07,10,12,13,15,18,20,24,37,47,48,49,51,52,60,62,67,68,70,74,1
01,06,25,18,15,426423,11,13,15,16,23,25,26,29,31,32,34,41,56,60,62,64,72,76,77,80,1
01,06,25,18,10,426422,06,08,09,10,18,26,28,29,33,34,38,41,44,47,48,50,51,53,58,75,1
01,06,25,18,05,426421,02,04,08,14,16,21,25,41,43,50,53,58,61,67,68,71,72,74,75,76,1
01,06,25,18,00,426420,09,10,19,24,25,28,31,32,36,38,42,53,55,59,60,65,69,72,74,78,1
01,06,25,17,55,426419,02,06,07,11,16,17,21,22,27,33,46,48,50,55,62,64,68,69,73,76,3
01,06,25,17,50,426418,04,14,18,21,23,26,30,31,35,39,42,43,51,56,58,59,60,62,64,72,3
01,06,25,17,45,426417,03,07,15,16,18,24,27,32,37,44,48,53,59,60,61,66,72,73,74,78,1
01,06,25,17,40,426416,05,06,07,13,23,24,27,30,31,33,38,45,46,47,50,54,57,58,59,63,1
